,Unnamed: 0,_id,url,title,address,time_start,time_end,price_start,price_end,image,score_space,score_quality,score_price,score_service,score_location,total_score_comment_for_excellent,total_score_comment_for_good,total_score_comment_for_avg,total_score_comment_for_bad,avg_score_comment,title_first_chars
1208,1208,6469fb83b1064f9440f705ac,https://www.foody.vn/ha-noi/chateraise-banh-nhat-ban/binh-luan-10904358,"Chateraise - Bánh Nhật Bản ở Quận Long Biên, Hà Nội | Bình luận - Chateraise - Bánh Nhật Bản | Thông Phạm | Foody.vn","Tầng 1, Aeon Mall Long Biên, 27 Cổ Linh Quận Long Biên Hà Nội",07:30,22:30,20.000đ ,150.000,['https://images.foody.vn/res/g87/867267/prof/s576x330/foody-upload-api-foody-mobile-cha-jpg-181219110538.jpg'],['6.5'],['8.1'],['8.3'],['7.6'],['8.8'],3,13,0,0,7.8,Chateraise - Bánh Nh
1209,1209,6469fb83b1064f9440f705ad,https://www.foody.vn/ha-noi/banh-mi-pho-hang-bai/binh-luan-9637583,"Bánh Mì Phố - Hàng Bài ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Bánh Mì Phố - Hàng Bài | Rin Nguyễn | Foody.vn","39A Hàng Bài, P. Hàng Bài Quận Hoàn Kiếm Hà Nội",06:30,23:00,25.000đ ,50.000,['https://images.foody.vn/res/g72/714590/prof/s576x330/file_restaurant_photo_ltpd_16473-4a4c2888-220316063654.jpeg'],['7.4'],['7.6'],['7.7'],['7.5'],['7.9'],14,31,7,7,7.6,Bánh Mì Phố - Hàng B
1210,1210,6469fb83b1064f9440f705ae,https://www.foody.vn/ha-noi/dibo-cake-bakery-drinks/binh-luan-8603184,"Dibo' Cake - Bakery & Drinks ở Quận Đống Đa, Hà Nội | Bình luận - Dibo Cake - Bakery & Drinks | Yến Nhi Vương | Foody.vn","109 Đường Láng, P. Thịnh Quang Quận Đống Đa Hà Nội",08:30,22:30,50.000đ ,250.000,['https://images.foody.vn/res/g88/871322/prof/s576x330/foody-upload-api-foody-mobile-dip-jpg-181225150917.jpg'],['7.5'],['7.8'],['8.0'],['7.8'],['8.3'],1,5,0,0,7.9,Dibo' Cake - Bakery 
1213,1213,6469fb83b1064f9440f705b1,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-trang-tien/binh-luan-17081466,"Pizza 4P's - Pizza Kiểu Nhật - Tràng Tiền ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Lần thứ 2 đến quán này | Nhã Phạm | Foody.vn","43 Tràng Tiền, P. Tràng Tiền Quận Hoàn Kiếm Hà Nội",10:00,23:00,100.000đ ,400.000,['https://images.foody.vn/res/g27/261572/prof/s576x330/foody-mobile-1545645-jpg-968-636127556082431062.jpg'],['7.4'],['8.5'],['8.5'],['8.4'],['8.6'],44,119,6,4,8.2,Pizza 4P's - Pizza K
1214,1214,6469fb83b1064f9440f705b2,https://www.foody.vn/ha-noi/king-roti-hang-gai/binh-luan-17546998,"Pappa Roti - Hàng Gai ở Quận Hoàn Kiếm, Hà Nội | Bình luận - King Roti - Hàng Gai | Thanh Thư | Foody.vn",34 Hàng Gai Quận Hoàn Kiếm Hà Nội,09:00,21:00,10.000đ ,17.000,[],['5.9'],['7.2'],['7.3'],['6.4'],['7.3'],4,73,24,13,6.8,Pappa Roti - Hàng Ga
1218,1218,6469fb83b1064f9440f705b6,https://www.foody.vn/ha-noi/euro-garden-tra-hoa-qua-tra-sua-do-da-xay/binh-luan-13408308,"Euro Garden - Trà Hoa Quả, Trà Sữa & Đồ Đá Xay ở Quận Đống Đa, Hà Nội | Bình luận - Euro Garden - Trà Hoa Quả, Trà Sữa & Đồ Đá Xay | bảo linh | Foody","38A Hoàng Cầu, P. Trung Liệt Quận Đống Đa Hà Nội",08:00,23:00,10.000đ ,50.000,['https://images.foody.vn/res/g104/1036826/prof/s576x330/foody-upload-api-foody-mobile-800e76b511e7edb9b4f6-200716141345.jpg'],['9.3'],['9.4'],['9.4'],['9.4'],['9.7'],32,4,0,0,9.4,Euro Garden - Trà Ho
1219,1219,6469fb83b1064f9440f705b7,https://www.foody.vn/ha-noi/co-thuy-che-banh-troi-tau,"Cô Thuỷ - Chè & Bánh Trôi Tàu ở Quận Thanh Xuân, Hà Nội | Foody.vn","Chung Cư N6B Trung Hoà Nhân Chính, P. Nhân Chính Quận Thanh Xuân Hà Nội",11:00,22:30,15.000đ ,30.000,['https://images.foody.vn/res/g87/865708/prof/s576x330/foody-upload-api-foody-mobile-btr-jpg-181217144408.jpg'],['7.7'],['9.3'],['9.3'],['8.3'],['10.0'],1,2,0,0,8.9,Cô Thuỷ - Chè & Bánh
1227,1227,6469fb83b1064f9440f705bf,https://www.foody.vn/ha-noi/dovado-pizza-song-da-my-dinh/binh-luan-13659916,"Dovado Pizza - Sông Đà Mỹ Đình ở Quận Nam Từ Liêm, Hà Nội | Bình luận - Dovado Pizza - Sông Đà Mỹ Đình | Thu Trang Lê Thị | Foody.vn",70 TT4 Sông Đà Mỹ Đình Quận Nam Từ Liêm Hà Nội,10:00,22:00,17.000đ ,310.000,['https://images.foody.vn/res/g7/67328/prof/s576x330/foody-mobile-pizza-jpg-591-635914121851392812.jpg'],['7.0'],['7.8'],['7.8'],['7.5'],['8.5'],6,22,4,2,7.7,Dovado Pizza - Sông 
1228,1228,6469fb83b1064f9440f705c0,https://www.foody.vn/ha-noi/hokkaido-baked-cheese-tart-vincom-tran-duy-hung/binh-luan-7585459,"Hokkaido Baked Cheese Tart - Vincom Trần Duy Hưng ở Quận Cầu Giấy, Hà Nội | Bình luận - Ok | ngoc nguyen | Foody.vn","Tầng 4,  L4 - K2 Vincom Trần Duy Hưng, 119 Trần Duy Hưng, P. Trung Hòa 
                                    ",10:00,22:00,29.000đ ,210.000,['https://images.foody.vn/res/g92/910672/prof/s576x330/foody-upload-api-foody-mobile-bansh-190511111535.jpg'],['6.8'],['7.3'],['7.4'],['7.1'],['8.0'],0,16,6,0,7.3,Hokkaido Baked Chees
1262,1262,6469fb83b1064f9440f705e2,https://www.foody.vn/ha-noi/mochi-sweets-lotte-center,"Mochi Sweets - Lotte Center ở Quận Ba Đình, Hà Nội | Foody.vn","  Tấng 5, Lotte Center, 54 Liễu Giai, P. Ngọc Khánh 
                                    ",08:00,22:00,32.000đ ,200.000,['https://images.foody.vn/res/g10/91999/prof/s576x330/image-6fa36b29-201026150430.jpeg'],['6.5'],['7.3'],['7.5'],['7.1'],['8.1'],1,10,4,0,7.3,Mochi Sweets - Lotte
1265,1265,6469fb83b1064f9440f705e5,https://www.foody.vn/ha-noi/delica-hans-lotte-hotels-resorts-hanoi-lotte-center,"Delica Hans - Lotte Hotels & Resorts Hanoi - Lotte Center ở Quận Ba Đình, Hà Nội | Foody.vn","  Tấng Hầm B1, Lotte Center, 54 Liễu Giai 
                                    ",08:00,22:00,30.000đ ,250.000,['https://images.foody.vn/res/g10/92186/prof/s576x330/foody-mobile-han-jpg-439-636125683782619626.jpg'],['6.8'],['7.6'],['7.9'],['7.5'],['8.2'],1,25,3,0,7.6,Delica Hans - Lotte 
1267,1267,6469fb83b1064f9440f705e7,https://www.foody.vn/ha-noi/tous-les-jours-keangnam-landmark,"TOUS les JOURS - Keangnam Landmark ở Quận Nam Từ Liêm, Hà Nội | Foody.vn","Tầng 1,  Tầng 1, Keangnam Landmark, 72 Phạm Hùng 
                                    ",07:30,22:00,15.000đ ,550.000,['https://images.foody.vn/res/g22/219945/prof/s576x330/image-47b19658-210409141456.jpeg'],['6.6'],['6.8'],['7.0'],['6.8'],['7.5'],1,8,1,2,6.9,TOUS les JOURS - Kea
1268,1268,6469fb83b1064f9440f705e8,https://www.foody.vn/ha-noi/bread-factory-xuong-banh-mi-tuoi,"Bread Factory - Xưởng Bánh Mì Tươi ở Quận Nam Từ Liêm, Hà Nội | Foody.vn","Tầng 1,  Tầng 1 Keangnam Landmark, 72 Phạm Hùng 
                                    ",10:00,19:00,20.000đ ,400.000,['https://images.foody.vn/res/g79/786502/prof/s576x330/foody-upload-api-foody-mobile-bakeryfdfsdsd-jpg-181018100639.jpg'],['7.5'],['8.5'],['9.5'],['7.5'],['10.0'],1,1,0,0,8.6,Bread Factory - Xưởn
1269,1269,6469fb83b1064f9440f705e9,https://www.foody.vn/ha-noi/boulangerie-bakery,"Boulangerie Bakery - Tiêm Bánh Pháp ở Quận Long Biên, Hà Nội | Foody.vn","Almaz Market, Vinhomes Riverside, Sài Đồng Quận Long Biên Hà Nội",08:00,21:30,30.000đ ,500.000,['https://images.foody.vn/res/g23/225828/prof/s576x330/foody-mobile-vien3-jpg-740-635955500513015550.jpg'],['7.5'],['8.8'],['9.2'],['8.3'],['9.3'],2,4,0,0,8.6,Boulangerie Bakery -
1270,1270,6469fb83b1064f9440f705ea,https://www.foody.vn/ha-noi/fresh-garden-bakery-to-hieu,"Fresh Garden - Tô Hiệu ở Quận Cầu Giấy, Hà Nội | Foody.vn",183 Tô Hiệu Quận Cầu Giấy Hà Nội,06:30,21:00,20.000đ ,400.000,['https://images.foody.vn/res/g8/79279/prof/s576x330/image-2caf162a-210628120311.jpeg'],['6.8'],['7.1'],['7.5'],['6.8'],['7.9'],0,10,3,0,7.2,Fresh Garden - Tô Hi
1274,1274,6469fb83b1064f9440f705ee,https://www.foody.vn/ha-noi/jamut-sao-japanese-handmade-cake/binh-luan-11198366,"Jamứt Sao - Japanese Handmade Cake ở Quận Ba Đình, Hà Nội | Bình luận - Jamứt - Japanese Handmade Cake | Yến Nhi Vương | Foody.vn",3 Quần Ngựa Quận Ba Đình Hà Nội,10:00,21:30,30.000đ ,600.000,['https://images.foody.vn/res/g10/91302/prof/s576x330/foody-mobile-jamut-jpg-457-636178399722066061.jpg'],['5.9'],['6.8'],['7.8'],['6.7'],['8.2'],0,9,2,2,7.1,Jamứt Sao - Japanese
1275,1275,6469fb83b1064f9440f705ef,https://www.foody.vn/ha-noi/banh-su-kem-chewy-junior-tran-dai-nghia/binh-luan-14031009,"Bánh Su Kem Singapore Chewy Junior - Trần Đại Nghĩa ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Bánh Su Kem Singapore Chewy Junior - Trần Đại Nghĩa | Đi","64 Trần Đại Nghĩa, P. Đồng Tâm Quận Hai Bà Trưng Hà Nội",08:00,22:00,20.000đ ,150.000,['https://images.foody.vn/res/g73/722334/prof/s576x330/image-b003f6f6-230111090736.jpeg'],['7.3'],['7.7'],['7.9'],['7.3'],['8.3'],16,26,7,6,7.7,Bánh Su Kem Singapor
1278,1278,6469fb83b1064f9440f705f2,https://www.foody.vn/ha-noi/banh-ngot-hong-kong-giang-vo/binh-luan-14253666,"Bánh Ngọt Hồng Kông - Giảng Võ ở Quận Đống Đa, Hà Nội | Bình luận - Bánh Ngọt Hong Kong | Haianh00 | Foody.vn","149 Giảng Võ, P. Ô Chợ Dừa Quận Đống Đa Hà Nội",08:00,21:30,10.000đ ,220.000,['https://images.foody.vn/res/g2/12490/prof/s576x330/foody-mobile-hk1-jpg-394-635754049097272741.jpg'],['6.0'],['7.0'],['7.4'],['6.2'],['7.6'],2,77,32,13,6.8,Bánh Ngọt Hồng Kông 
1333,1333,6469fb83b1064f9440f70629,https://www.foody.vn/ha-noi/king-roti-giai-phong/binh-luan,"King Roti - Giải Phóng ở Quận Thanh Xuân, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |King Roti - Giải Phóng | Foody.vn","447 Giải Phóng, P. Phương Liệt Quận Thanh Xuân Hà Nội",06:30,22:00,15.000đ ,30.000,['https://images.foody.vn/res/g107/1061578/prof/s576x330/foody-upload-api-foody-mobile-avatar-1-201225111058.jpg'],[],[],[],[],[],0,0,0,0,0.0,King Roti - Giải Phó
1346,1346,6469fb83b1064f9440f70636,https://www.foody.vn/ha-noi/alafolie-pastry-bakery-ngoc-thuy/binh-luan-8045274,"Alafolie - Pastry & Bakery - Ngọc Thuỵ ở Quận Long Biên, Hà Nội | Bình luận - À La Folie Pastry & Bakery | Yến Nhi Vương | Foody.vn","Số 42, Ngõ 606 Ngọc Thuỵ, P. Ngọc Thuỵ Quận Long Biên Hà Nội",06:00,21:30,20.000đ ,400.000,['https://images.foody.vn/res/g9/89328/prof/s576x330/file_restaurant_photo_xcjt_16208-5df785b2-210512143103.jpg'],['6.7'],['7.8'],['8.4'],['7.2'],['9.4'],3,12,3,0,7.9,Alafolie - Pastry & 
1357,1357,6469fb83b1064f9440f70641,https://www.foody.vn/ha-noi/hoan-boulangerie-bakery/binh-luan-13652115,"Hoan Boulangerie Bakery ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Dịch vụ | Tâm | Foody.vn",49 Trần Xuân Soạn Quận Hai Bà Trưng Hà Nội,08:00,22:30,15.000đ ,220.000,['https://images.foody.vn/res/g2/11229/prof/s576x330/foody-mobile-960x600_hoan-boulang-975-636143877611900319.jpg'],['6.4'],['7.2'],['7.5'],['6.9'],['7.6'],2,19,4,2,7.1,Hoan Boulangerie Bak
1358,1358,6469fb83b1064f9440f70642,https://www.foody.vn/ha-noi/lau-hap-fresh/binh-luan-8034574,"Lẩu Hấp Fresh ở Quận Bắc Từ Liêm, Hà Nội | Bình luận - Lẩu hấp Fresh - Vinhomes Gardenia | Yến Nhi Vương | Foody.vn","SN B2 -05A Vinhome Gardenia, Hàm Nghi Quận Bắc Từ Liêm Hà Nội",09:00,22:00,30.000đ ,300.000,['https://images.foody.vn/res/g79/780034/prof/s576x330/foody-upload-api-foody-mobile-anh-dai-dien-jpg-180920115118.jpg'],['7.5'],['7.8'],['8.0'],['7.5'],['8.0'],0,3,1,0,7.8,Lẩu Hấp Fresh ở Quận
1359,1359,6469fb83b1064f9440f70643,https://www.foody.vn/ha-noi/o-douceurs-french-pastry-bakery-to-ngoc-van/binh-luan-11299400,"O'Douceurs - French Pastry & Bakery - Tô Ngọc Vân ở Quận Tây Hồ, Hà Nội | Bình luận - O'Douceurs - French Pastry & Bakery | Yến Nhi Vương | Foody.vn","90 Tô Ngọc Vân, P. Quảng An Quận Tây Hồ Hà Nội",07:15,20:00,50.000đ ,300.000,['https://images.foody.vn/res/g24/231550/prof/s576x330/foody-upload-api-foody-mobile-30-1-200504100352.jpg'],['6.9'],['7.3'],['7.4'],['7.0'],['7.7'],0,8,0,1,7.3,O'Douceurs - French 
1363,1363,6469fb83b1064f9440f70647,https://www.foody.vn/ha-noi/saint-honore-am-thuc-phap-trang-tien/binh-luan-17226372,"Saint Honoré - Ẩm Thực Pháp - Tràng Tiền ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Mốt ăn | sùng mí ná | Foody.vn","24 Tràng Tiền, P. Tràng Tiền Quận Hoàn Kiếm Hà Nội",08:00,22:30,65.000đ ,125.000,['https://images.foody.vn/res/g26/253684/prof/s576x330/foody-mobile-10341872_23154191038-675-636035016098156021.jpg'],['6.9'],['7.6'],['7.9'],['7.1'],['8.3'],1,8,1,0,7.5,Saint Honoré - Ẩm Th
1364,1364,6469fb83b1064f9440f70648,https://www.foody.vn/ha-noi/circle-k-vu-pham-ham,"Circle K - Vũ Phạm Hàm ở Quận Cầu Giấy, Hà Nội | Foody.vn",1 Vũ Phạm Hàm Quận Cầu Giấy Hà Nội,00:15,23:59,10.000đ ,200.000,['https://images.foody.vn/res/g69/680407/prof/s576x330/foody-upload-api-foody-mobile-untitled-2-191101141837.jpg'],['4.0'],['4.5'],['4.5'],['4.5'],['4.5'],0,1,0,1,4.4,Circle K - Vũ Phạm H
1365,1365,6469fb83b1064f9440f70649,https://www.foody.vn/ha-noi/hai-san-bien-giau,"Hải Sản Biển Giàu ở Quận Ba Đình, Hà Nội | Foody.vn","108 Phúc Xá, P. Phúc Xá Quận Ba Đình Hà Nội",00:01,23:59,45.000đ ,450.000,['https://images.foody.vn/res/g86/851470/prof/s576x330/foody-upload-api-foody-mobile-untitled-2-191028160913.jpg'],['8.0'],['9.0'],['9.0'],['8.0'],['10.0'],0,1,0,0,8.8,Hải Sản Biển Giàu ở 
1366,1366,6469fb83b1064f9440f7064a,https://www.foody.vn/ha-noi/nhi-food-tra-sua-nem-chua-ran-quan-hoa,"Nhi Food - Trà Sữa & Nem Chua Rán - Quan Hoa ở Quận Cầu Giấy, Hà Nội | Foody.vn","6 Ngõ 97 Quan Hoa, P. Quan Hoa Quận Cầu Giấy Hà Nội",07:30,23:59,20.000đ ,100.000,['https://images.foody.vn/res/g111/1101545/prof/s576x330/file_restaurant_photo_kmds_16314-17d55aec-210912171145.jpg'],['9.4'],['10.0'],['10.0'],['9.8'],['10.0'],60,0,0,0,9.8,Nhi Food - Trà Sữa &
1367,1367,6469fb83b1064f9440f7064b,https://www.foody.vn/ha-noi/hoa-qua-sach-do-an-vat-dong-lanh-quan-hoa,"Hoa Quả Sạch - Đồ Ăn Vặt Đông Lạnh - Quan Hoa ở Quận Cầu Giấy, Hà Nội | Foody.vn","4 Ngõ 97 Quan Hoa, P. Quan Hoa Quận Cầu Giấy Hà Nội",07:30,23:59,30.000đ ,75.000,['https://images.foody.vn/res/g110/1090042/prof/s576x330/file_restaurant_photo_bdw8_16305-1e46c186-210902140540.jpg'],['9.3'],['9.9'],['10.0'],['9.6'],['10.0'],40,0,0,0,9.8,Hoa Quả Sạch - Đồ Ăn
1388,1388,6469fb83b1064f9440f70660,https://www.foody.vn/ha-noi/lotteria-kham-thien/binh-luan-17304666,"Lotteria - Khâm Thiên ở Quận Đống Đa, Hà Nội | Bình luận - Lotteria - Khâm Thiên | Huong Le | Foody.vn",201 - 203 Khâm Thiên Quận Đống Đa Hà Nội,07:30,22:30,30.000đ ,200.000,['https://images.foody.vn/res/g9/80568/prof/s576x330/image-59312363-210614103001.jpeg'],['6.0'],['6.6'],['6.8'],['6.2'],['7.1'],2,36,15,9,6.6,Lotteria - Khâm Thiê
1389,1389,6469fb83b1064f9440f70661,https://www.foody.vn/ha-noi/ba-thu-xoi-gia-truyen/binh-luan-9959553,"Bà Thu - Xôi Gia Truyền ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Ngon và siêu no | tep_2002 | Foody.vn"," 57 Thợ Nhuộm, P. Cửa Nam Quận Hoàn Kiếm Hà Nội",06:00,10:00,10.000đ ,25.000,['https://images.foody.vn/res/g30/296469/prof/s576x330/foody-mobile-xoi-jpg-426-636171598823277901.jpg'],['6.4'],['6.9'],['7.2'],['6.9'],['7.8'],4,7,4,2,7.0,Bà Thu - Xôi Gia Tru
1390,1390,6469fb83b1064f9440f70662,https://www.foody.vn/ha-noi/choice-coffee/binh-luan-11211996,"Choice Coffee ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Choice Coffee | Yến Nhi Vương | Foody.vn","1A Vân Hồ 2, P. Lê Đại Hành Quận Hai Bà Trưng Hà Nội",08:00,22:00,20.000đ ,120.000,['https://images.foody.vn/res/g107/1060366/prof/s576x330/foody-upload-api-foody-mobile-59-201216153119.jpg'],['7.0'],['8.0'],['8.0'],['7.0'],['8.0'],0,1,0,0,7.6,Choice Coffee ở Quận
1391,1391,6469fb83b1064f9440f70663,https://www.foody.vn/ha-noi/tra-sua-leetee-xa-dan-2/binh-luan-17391673,"Trà Sữa LeeTee - Xã Đàn 2 ở Quận Đống Đa, Hà Nội | Bình luận - Trà Sữa LeeTee - Xã Đàn 2 | Huong Le | Foody.vn","63 Ngõ Xã Đàn 2, P. Nam Đồng Quận Đống Đa Hà Nội",08:00,23:00,20.000đ ,55.000,['https://images.foody.vn/res/g68/678209/prof/s576x330/foody-upload-api-foody-mobile-lee-tee-190108114007.jpg'],['6.9'],['7.4'],['7.6'],['7.3'],['7.7'],25,99,23,15,7.4,Trà Sữa LeeTee - Xã 
1395,1395,6469fb83b1064f9440f70667,https://www.foody.vn/ha-noi/xoi-may-ly-thuong-kiet/binh-luan-2976065,"Xôi Mây - Lý Thường Kiệt ở Quận Hoàn Kiếm, Hà Nội | Bình luận - Ổn | tabi mon | Foody.vn","31 Lý Thường Kiệt, P. Hàng Bài Quận Hoàn Kiếm Hà Nội",06:00,09:00,10.000đ ,15.000,['https://images.foody.vn/res/g24/235865/prof/s576x330/foody-mobile-22-jpg-596-635991597822534745.jpg'],['7.3'],['8.4'],['8.4'],['8.1'],['9.0'],5,21,0,0,8.3,Xôi Mây - Lý Thường 
1432,1432,6469fb83b1064f9440f7068c,https://www.foody.vn/ha-noi/vita-juice-bar-van-ho-2/binh-luan-11234041,"Vita Juice Bar - Vân Hồ 2 ở Quận Hai Bà Trưng, Hà Nội | Bình luận - Caffè Della Vita | Yến Nhi Vương | Foody.vn","15 Vân Hồ 2, P. Lê Đại Hành Quận Hai Bà Trưng Hà Nội",09:00,22:00,15.000đ ,50.000,['https://images.foody.vn/res/g81/803978/prof/s576x330/foody-upload-api-foody-mobile-vita-jpg-181130142650.jpg'],['6.5'],['7.0'],['7.5'],['7.0'],['8.0'],0,1,1,0,7.2,Vita Juice Bar - Vân
1437,1437,6469fb83b1064f9440f70691,https://www.foody.vn/ha-noi/the-cuppa-coffee/binh-luan-13634998,"The Cuppa Coffee ở Quận Đống Đa, Hà Nội | Bình luận - The Cuppa Coffee | Minh Đức | Foody.vn","66A Hoàng Cầu, P. Trung Liệt Quận Đống Đa Hà Nội",07:00,23:00,30.000đ ,60.000,['https://images.foody.vn/res/g103/1024927/prof/s576x330/foody-upload-api-foody-mobile-97365308_53843462018-200522143702.jpg'],['4.0'],['4.8'],['6.0'],['4.2'],['6.8'],0,1,2,2,5.2,The Cuppa Coffee ở Q
1463,1463,6469fb83b1064f9440f706ab,https://www.foody.vn/ha-noi/isalad-tong-duy-tan,"ISalad+ - Nguyễn Chí Thanh ở Quận Ba Đình, Hà Nội | Foody.vn",Ngõ 29 Nguyễn Chí Thanh (Vào Ngõ Rẽ Phải Nhà Thứ 5) Quận Ba Đình Hà Nội,07:30,22:00,25.000đ ,150.000,['https://images.foody.vn/res/g17/160117/prof/s576x330/foody-mobile-il-jpg-557-636426410437534393.jpg'],['6.2'],['7.0'],['7.0'],['6.8'],['7.2'],4,35,13,7,6.8,ISalad+ - Nguyễn Chí
1464,1464,6469fb83b1064f9440f706ac,https://www.foody.vn/ha-noi/healthwich-vietnam-do-an-nhanh,"Healthwich Vietnam - Submarine Sandwich & Salad - Tô Ngọc Vân ở Quận Tây Hồ, Hà Nội | Foody.vn","26 Tô Ngọc Vân, P. Quảng An Quận Tây Hồ Hà Nội",06:30,23:00,10.000đ ,80.000,['https://images.foody.vn/res/g8/73508/prof/s576x330/foody-mobile-img_4865-jpg.jpg'],['7.0'],['7.6'],['8.0'],['7.4'],['8.1'],5,63,6,3,7.6,Healthwich Vietnam -
1467,1467,6469fb83b1064f9440f706af,https://www.foody.vn/ha-noi/le-s-nail-nguyen-ngoc-nai,"Le's Nail - Nguyễn Ngọc Nại ở Quận Thanh Xuân, Hà Nội | Foody.vn",238 Nguyễn Ngọc Nại Quận Thanh Xuân Hà Nội,08:00,21:00,100.000đ ,500.000,['https://images.foody.vn/res/g18/176613/prof/s576x330/foody-mobile-nailsxinh-jpg-822-635805247359700431.jpg'],['9.0'],['9.0'],['9.0'],['9.0'],['10.0'],1,0,0,0,9.2,Le's Nail - Nguyễn N
1468,1468,6469fb83b1064f9440f706b0,https://www.foody.vn/ha-noi/nail-cafe-xa-dan-2,"Nail Cafe - Xã Đàn 2 ở Quận Đống Đa, Hà Nội | Foody.vn",160 Xã Đàn 2 Quận Đống Đa Hà Nội,07:00,22:30,20.000đ ,50.000,['https://images.foody.vn/res/g14/132363/prof/s576x330/foody-mobile-nail-cf1-jpg-830-635653955060770703.jpg'],['7.0'],['8.0'],['8.0'],['7.0'],['8.3'],0,2,1,0,7.7,Nail Cafe - Xã Đàn 2
1473,1473,6469fb83b1064f9440f706b5,https://www.foody.vn/ha-noi/gusto-coffee-tree-hoang-cau/binh-luan-12988954,"Gusto Coffee Tree - Hoàng Cầu ở Quận Đống Đa, Hà Nội | Bình luận - Gusto Coffee Tree - Hoàng Cầu | Quỳnhchi Nguyễn | Foody.vn","18 ngõ 34 Hoàng Cầu, Ô Chợ Dừa Quận Đống Đa Hà Nội",07:00,22:00,35.000đ ,45.000,['https://images.foody.vn/res/g107/1065374/prof/s576x330/foody-upload-api-foody-mobile-cover-210130122939.jpg'],['7.5'],['8.0'],['8.5'],['8.0'],['8.5'],0,2,0,0,8.1,Gusto Coffee Tree - 
1474,1474,6469fb83b1064f9440f706b6,https://www.foody.vn/ha-noi/olive-coffee-cake/binh-luan-10931663,"Olive Coffee & Cake ở Quận Đống Đa, Hà Nội | Bình luận - Olive Coffee & Cake | Yến Nhi Vương | Foody.vn",72 Ngõ 9 Hoàng Cầu Quận Đống Đa Hà Nội,09:00,23:00,29.000đ ,52.000,['https://images.foody.vn/res/g103/1025492/prof/s576x330/foody-upload-api-foody-mobile-100088645_1418740674-200525163258.jpg'],['7.8'],['8.3'],['8.3'],['8.0'],['8.5'],0,4,0,0,8.2,Olive Coffee & Cake 
1477,1477,6469fb83b1064f9440f706b9,https://www.foody.vn/ha-noi/rio-tattoo-thuy-khue/binh-luan-2399359,"Rio Tattoo - Thụy Khuê ở Quận Tây Hồ, Hà Nội | Bình luận - Hình xăm mini | Linh Lý | Foody.vn",217 Thụy Khuê Quận Tây Hồ Hà Nội,08:00,22:00,100.000đ ,1.000.000,['https://images.foody.vn/res/g22/215152/prof/s576x330/foody-mobile-719-jpg-222-635931197041429352.jpg'],['8.0'],['9.0'],['9.0'],['9.0'],['9.0'],0,1,0,0,8.8,Rio Tattoo - Thụy Kh
1480,1480,6469fb83b1064f9440f706bc,https://www.foody.vn/ha-noi/trang-sai-gon-to-hien-thanh,"Trang Sài Gòn - Tô Hiến Thành ở Quận Hai Bà Trưng, Hà Nội | Foody.vn",84B Tô Hiến Thành Quận Hai Bà Trưng Hà Nội,08:30,19:00,50.000đ ,2.000.000,['https://images.foody.vn/res/g11/102287/prof/s576x330/foody-mobile-toc2-jpg-681-635521800098302139.jpg'],['6.0'],['7.0'],['8.0'],['6.0'],['8.0'],0,1,0,0,7.0,Trang Sài Gòn - Tô H
1485,1485,6469fb83b1064f9440f706c1,https://www.foody.vn/ha-noi/happy-brew-coffee/binh-luan-10574145,"Happy Brew Coffee ở Quận Ba Đình, Hà Nội | Bình luận - Happy Brew Coffee | Yến Nhi Vương | Foody.vn","43 Linh Lang, P. Cống Vị Quận Ba Đình Hà Nội",08:00,18:00,30.000đ ,100.000,['https://images.foody.vn/res/g103/1023435/prof/s576x330/file_restaurant_photo_bw3v_16184-638a9845-210415155129.jpg'],['8.0'],['9.0'],['9.0'],['9.0'],['9.0'],0,1,0,0,8.8,Happy Brew Coffee ở 
